naam,land,plaats,categorie,functie,type,bouwjaar,lon,lat
De Miedenmolen,Nederland,Holwerd,windmolen,poldermolen,8-kante grondzeiler,1855,5.9005378,53.3683775
De Klaarkampstermeermolen,Nederland,Rinsumageest,windmolen,poldermolen,8-kante grondzeiler,1893,5.9498906,53.2973163
De Broekmolen,Nederland,Broeksterwoude,windmolen,poldermolen,8-kante grondzeiler,1876,5.9950072,53.2740397
De Grote Molen,Nederland,Broeksterwoude,windmolen,poldermolen,8-kante grondzeiler,1887,5.9950072,53.2740397
De Hempenserpoldermolen,Nederland,Wergea (Warga),windmolen,poldermolen,8-kante grondzeiler,1863,5.8468646,53.1519991
Beltmolen 's-Heerenberg,Nederland,'s-Heerenberg,windmolen,korenmolen,ronde stenen beltmolen,1829,6.2586522,51.8765436
Molen van Lukassen,Nederland,Varsselder,windmolen,korenmolen,ronde stenen grondzeiler,1866,6.3610445,51.8869211
De Kempermolen,Nederland,Breedenbroek,windmolen,korenmolen,ronde stenen beltmolen,1882,6.4692446,51.8757895
Teunismolen,Nederland,De Heurne,windmolen,korenmolen,8-kante beltmolen,1822,6.4912906,51.8894094
Meenkmolen,Nederland,Miste,windmolen,korenmolen,8-kante beltmolen,1851,6.6630363,51.9445314
De Prins van Oranje,Nederland,Bredevoort,windmolen,korenmolen,ronde stenen beltmolen,1870,6.6184985,51.9421422
Wenninkmolen,Nederland,Lintelo/Aalten,windmolen,korenmolen,ronde stenen beltmolen,1860,6.5155578,51.9240427
Gerritsens Molen,Nederland,Silvolde,windmolen,korenmolen,ronde stenen grondzeiler,1856,6.3849034,51.9094896
Benninkmolen (vh. Velsmolen),Nederland,Doetinchem,windmolen,korenmolen,8-kante stellingmolen,1920,6.2937736,51.9646995
Aurora,Nederland,Doetinchem-Dichteren,windmolen,korenmolen,ronde stenen grondzeiler,1870,6.2937736,51.9646995
Rembrandt / De Vos (molenromp in restauratie),Nederland,Kilder,windmolen,korenmolen,ronde stenen beltmolen,1854,6.2321038,51.9375549
Wittebrinksemolen,Nederland,Wittebrink / Zelhem,windmolen,korenmolen,ronde stenen beltmolen,1889,6.3495613,52.0059816
Coopsmölle,Nederland,Zelhem,windmolen,korenmolen,ronde stenen grondzeiler,1818,6.3495613,52.0059816
De Ster,Nederland,Geesteren,windmolen,korenmolen,8-kante stellingmolen,1859,6.5258544,52.1388797
Desiré,Nederland,Megen,windmolen,korenmolen,ronde stenen stellingmolen,1875,5.5636481,51.8213739
Ybema's Molen,Nederland,Workum,windmolen,poldermolen,8-kante grondzeiler,1899,5.4495924,52.9803166
De Cornwerdermolen,Nederland,Cornwerd,windmolen,poldermolen,8-kante grondzeiler,1907,5.3907465,53.0832949
De Eendracht,Nederland,Kimswerd,windmolen,poldermolen,8-kante grondzeiler,1872,5.4394094,53.141862
Meerswal,Nederland,Lollum,windmolen,poldermolen,8-kante grondzeiler,1903,5.5309636,53.1258912
Fatum,Nederland,Tzum,windmolen,poldermolen,spinnenkop,1914,5.5633501,53.1588616
Skalsumer Mole (vh. De Schalsumermolen),Nederland,Schalsum,windmolen,poldermolen,8-kante grondzeiler,1801,5.572159,53.1981155
De Kievit,Nederland,Menaldum,windmolen,poldermolen,8-kante grondzeiler,1802,5.6618265,53.2179186
De Wijnsermolen,Nederland,Wyns (Wijns),windmolen,poldermolen,8-kante grondzeiler,1871,5.8414254,53.2509576
De Volharding,Nederland,Jislum,windmolen,poldermolen,8-kante grondzeiler,1872,5.878267,53.3124833
De Phenix,Nederland,Nes (Ameland),windmolen,korenmolen,8-kante grondzeiler,1880,5.7697068,53.4464532
De Hantumermolen,Nederland,Hantum,windmolen,poldermolen,8-kante grondzeiler,1880,5.9649229,53.3625326
De Hond,Nederland,Paesens,windmolen,koren- pelmolen,8-kante stellingmolen,1861,6.0849873,53.4015212
Ropta,Nederland,Metslawier,windmolen,koren- pelmolen,8-kante stellingmolen,1836,6.0665857,53.3606625
De Eendragt,Nederland,Anjum,windmolen,koren- pelmolen,8-kante stellingmolen,1889,6.1266778,53.3743702
De Beintemapoldermolen,Nederland,Westergeest,windmolen,poldermolen,8-kante grondzeiler,1870,6.0847402,53.2908134
Tochmaland,Nederland,Kollum,windmolen,poldermolen,8-kante grondzeiler,1893,6.1477459,53.2801424
Zeldenrust,Nederland,Dokkum,windmolen,koren- pelmolen,8-kante stellingmolen,1862,6.0001461,53.3255453
Welgelegen,Nederland,Heerenveen,windmolen,korenmolen,8-kante stellingmolen,1849,5.9205217,52.9605613
De Skarrenmoune,Nederland,Scharsterbrug,windmolen,poldermolen,8-kante grondzeiler,1888,5.7776424,52.9430397
Doris Mooltsje,Nederland,Oudega,windmolen,poldermolen,spinnenkop,1996,5.548611,52.9925
De Koe,Nederland,Veere,windmolen,korenmolen,ronde stenen stellingmolen,1909,3.6660061,51.5482937
Seismolen,Nederland,Middelburg,windmolen,korenmolen,ronde stenen stellingmolen,1728,3.610998,51.4987962
Hulsters Molen,Nederland,Schoondijke,windmolen,korenmolen,ronde stenen beltmolen,1884,3.5556505,51.3540194
De Witte Juffer,Nederland,IJzendijke,windmolen,korenmolen,ronde stenen stellingmolen,1841,3.6167632,51.3217174
De Harmonie,Nederland,Biervliet,windmolen,korenmolen,ronde stenen beltmolen,1842,3.685599,51.3285552
Eben Haezer,Nederland,Spui (Terneuzen),windmolen,korenmolen,ronde stenen beltmolen,1807,3.8782696,51.2977464
De Koutermolen,Nederland,Hoedekenskerke,windmolen,korenmolen,ronde stenen grondzeiler,1874,3.9130838,51.424627
De Korenmolen of De Korenbloem,Nederland,Eerbeek,watermolen,oliemolen,watergedreven molen met bovenslagrad,1860,6.0600069,52.1031259
De Roos,Nederland,Delft,windmolen,korenmolen,ronde stenen stellingmolen,1679,4.3570677,52.0115769
Sint Petrus (Molen van Nijken),Nederland,Roggel,windmolen,korenmolen,ronde stenen beltmolen,1901,5.9225139,51.2625256
Sint Antonius,Nederland,Heythuysen,windmolen,korenmolen,ronde stenen beltmolen,1861,5.9014274,51.2474835
Friedesse Molen,Nederland,Neer,watermolen,korenmolen,watergedreven molen met onderslagrad,1717,5.9893002,51.259826
De Hamermolen,Nederland,Apeldoorn-Ugchelen,watermolen,electriciteitsopwekking,watergedreven molen met bovenslagrad,1916,5.9333064,52.1848178
De Verwachting,Nederland,Tholen,windmolen,korenmolen,ronde stenen stellingmolen,1848,4.2162383,51.5332946
De Korenaar,Nederland,Poortvliet,windmolen,korenmolen,ronde stenen stellingmolen,1710,4.143358,51.5446862
De Nijverheid,Nederland,Sint-Maartensdijk,windmolen,korenmolen,ronde stenen stellingmolen,1868,4.0767226,51.5491448
De Korenbloem,Nederland,Scherpenisse,windmolen,korenmolen,ronde stenen stellingmolen,1872,4.1040252,51.5463105
Aeolus,Nederland,Wemeldinge,windmolen,koren- pelmolen,ronde stenen stellingmolen,1869,3.9964784,51.5167534
Nooit Gedacht/Nieuwe Molen,Nederland,Colijnsplaat,windmolen,korenmolen,ronde stenen stellingmolen,1864,3.8500147,51.5993241
De Korenbloem,Nederland,Kortgene,windmolen,korenmolen,ronde stenen stellingmolen,1873,3.8031359,51.5578335
De Onderneming,Nederland,Wissenkerke,windmolen,korenmolen,ronde stenen stellingmolen,1860,3.7457121,51.5851404
Landzigt,Nederland,Wissenkerke,windmolen,korenmolen,ronde stenen grondzeiler,1868,3.7457121,51.5851404
De Graanhalm,Nederland,Gapinge,windmolen,korenmolen,ronde stenen stellingmolen,1896,3.6242172,51.5438497
d'Arke,Nederland,Oostkapelle,windmolen,korenmolen,ronde stenen stellingmolen,1858,3.5525823,51.567147
Weltevreden,Nederland,Domburg,windmolen,korenmolen,ronde stenen grondzeiler,1817,3.4998639,51.5634575
Molen van Aagtekerke,Nederland,Aagtekerke,windmolen,korenmolen,6-kante grondzeiler,1801,3.511869,51.5466135
De Noorman,Nederland,Westkapelle,windmolen,korenmolen,ronde stenen stellingmolen,1852,3.4405846,51.5292911
Molen van Zoutelande,Nederland,Zoutelande,windmolen,korenmolen,ronde stenen grondzeiler,1722,3.4867275,51.5023416
De Lelie,Nederland,Koudekerke,windmolen,koren- pelmolen,ronde stenen stellingmolen,1872,3.5544021,51.4823947
Molen van Biggekerke,Nederland,Biggekerke,windmolen,korenmolen,ronde stenen grondzeiler,1712,3.5243893,51.4997479
Molen van Meliskerke,Nederland,Meliskerke,windmolen,korenmolen,ronde stenen grondzeiler,1801,3.5097681,51.5140606
't Welvaaren van Grijpskerke,Nederland,Grijpskerke,windmolen,korenmolen,ronde stenen grondzeiler,1801,3.5624386,51.5336858
Buiten Verwachting,Nederland,Nieuw- en Sint Joosland,windmolen,korenmolen,ronde stenen grondzeiler,1874,3.6583794,51.4834686
De Vijf Gebroeders (vh. De Drie Gebroeders),Nederland,Heinkenszand,windmolen,korenmolen,ronde stenen stellingmolen,1851,3.814473,51.4731889
De Korenhalm,Nederland,'s-Gravenpolder,windmolen,korenmolen,ronde stenen stellingmolen,1876,3.90371,51.4601331
Molen van Zuidzande,Nederland,Zuidzande,windmolen,korenmolen,ronde stenen beltmolen,1874,3.4517718,51.341308
Windlust,Nederland,Hoek,windmolen,korenmolen,ronde stenen stellingmolen,1857,3.7807246,51.3116932
Simonia,Nederland,Piershil,windmolen,korenmolen,ronde stenen grondzeiler,1845,4.315958,51.796384
Windlust,Nederland,Goudswaard,windmolen,korenmolen,ronde stenen grondzeiler,1694,4.277584,51.7935836
Landzigt,Nederland,Zuid-Beijerland,windmolen,korenmolen,ronde stenen grondzeiler,1857,4.3690917,51.7507077
Molen van Goidschalxoord,Nederland,Heinenoord/Goidschalxoord,windmolen,korenmolen,ronde stenen grondzeiler,1718,4.4833706,51.827373
De Zandweg,Nederland,Rotterdam (Charlois),windmolen,korenmolen,ronde stenen stellingmolen,1723,4.471647,51.8859279
De Walderveense Molen,Nederland,Walderveen,windmolen,korenmolen,8-kante stellingmolen,1912,5.5535883,52.1131445
De Kaai,Nederland,Sloten,windmolen,korenmolen,8-kante stellingmolen,1755,5.6457171,52.8945213
De Monnikenmolen,Nederland,Sint Jansklooster,windmolen,korenmolen,8-kante stellingmolen,1857,6.0081125,52.6781926
Tjasker It Heidenskip,Nederland,It Heidenskip,windmolen,poldermolen,paaltjasker,1915,5.5018875,52.9488351
De (Greate) Klaver,Nederland,Bolsward,windmolen,poldermolen,spinnenkop,1980,5.5216963,53.0612531
De Hiemertermole,Nederland,Burgwerd,windmolen,poldermolen,spinnenkop,1975,5.5458909,53.086119
De Marssumermolen,Nederland,Marssum,windmolen,poldermolen,8-kante grondzeiler,1903,5.7266674,53.2107798
Terpzigt,Nederland,Marssum,windmolen,poldermolen,spinnenkop,1888,5.7266674,53.2107798
Windlust,Nederland,Wolvega,windmolen,korenmolen,8-kante stellingmolen,1888,5.9958692,52.8765518
De Rietvink,Nederland,Nijetrijne,windmolen,poldermolen,8-kante grondzeiler,1855,5.9086643,52.8429864
De Reiger,Nederland,Nijetrijne,windmolen,poldermolen,8-kante grondzeiler,1871,5.9086643,52.8429864
Molen De Wippe (vh. Molen van Fakkert),Nederland,Hellendoorn,windmolen,korenmolen,8-kante stellingmolen,1821,6.4542947,52.3870446
Benthuizer Bovenmolen,Nederland,Hazerswoude-Rijndijk,windmolen,poldermolen,ronde stenen grondzeiler,1928,4.6206696,52.1167991
Rosmolen,Nederland,Voorst,rosmolen,onbekend,rosmolen,1854,6.0990505,52.2252712
De Hoop (Mölle van Buursink),Nederland,Markelo,windmolen,korenmolen,8-kante stellingmolen,1836,6.5000676,52.2318971
Poolmolen,Nederland,Holtum,watermolen,korenmolen,watergedreven molen met middenslagrad,1662,5.8240233,51.0484812
De Millenermolen,Nederland,Millen/Nieuwstad,watermolen,koren- elektriciteitsopwekking,watergedreven molen met turbine,1849,5.8806999,51.0245157
De Hollandsche Molen,Nederland,Neede,windmolen,korenmolen,ronde stenen stellingmolen,1926,6.6293318,52.133808
De Geulhemermolen,Nederland,Geulhem,watermolen,korenmolen,watergedreven molen met middenslagrad,1678,5.7883991,50.868078
Beltmolen Nuth,Nederland,Nuth-Hunnecum,windmolen,korenmolen,ronde stenen beltmolen,1882,5.8693168,50.909666
Overhekermolen,Nederland,Klimmen,windmolen,korenmolen,ronde stenen beltmolen,1878,5.8846898,50.8716769
Franse Molen,Nederland,Valkenburg,watermolen,korenmolen,watergedreven molen met onderslagrad,1804,5.8320514,50.8652306
Schaloensmolen,Nederland,Oud-Valkenburg,watermolen,korenmolen,watergedreven molen met turbine,1661,5.8543864,50.8545806
Van Tienhovenmolen,Nederland,Wolfshuis-Bemelen,windmolen,korenmolen,ronde stenen beltmolen,1855,5.7638236,50.846974
Molen van Hulsen/Onderste Molen,Nederland,Geulle / Hulsen,watermolen,korenmolen,watergedreven molen met bovenslagrad,1878,5.7493883,50.9219779
Kijkduin,Nederland,Schoorl,windmolen,korenmolen,ronde stenen grondzeiler,1772,4.7053146,52.7054779
Den Arend,Nederland,Bergambacht,windmolen,korenmolen,ronde stenen stellingmolen,1869,4.7856832,51.9343982
Stadsmolen,Nederland,Hulst,windmolen,korenmolen,ronde stenen stellingmolen,1792,4.0512154,51.2789013
Groenendijk,Nederland,Kloosterzande/Groenendijk,windmolen,korenmolen,standerdmolen (open),1781,4.0146318,51.3741461
Vogelzicht,Nederland,Kuitaart,windmolen,korenmolen,ronde stenen grondzeiler,1865,4.0344976,51.3419995
Paiser Meul,Nederland,Peize,windmolen,korenmolen,8-kante stellingmolen,1898,6.4955655,53.1476207
De Eendracht,Nederland,Gieterveen,windmolen,korenmolen,ronde stenen stellingmolen,1904,6.8358863,53.0252696
Hazewind,Nederland,Gieten,windmolen,koren- pelmolen,8-kante stellingmolen,1833,6.7634062,53.0052661
De Korenschoof,Nederland,Noordlaren,windmolen,korenmolen,8-kante stellingmolen,1849,6.6655157,53.1209975
De Witte Molen,Nederland,Glimmen,windmolen,poldermolen,8-kante grondzeiler,1892,6.62846,53.1407193
Eben Haëzer,Nederland,Enumatil,windmolen,korenmolen,8-kante stellingmolen,1907,6.4071406,53.2156499
Woldzigt,Nederland,Roderwolde,windmolen,koren- oliemolen,8-kante stellingmolen,1852,6.469976,53.1685593
Noordenveld,Nederland,Norg,windmolen,korenmolen,8-kante stellingmolen,1878,6.4615554,53.0654251
Rust Roest of Munnekezijlstermolen,Nederland,Munnekezijl,windmolen,korenmolen,8-kante stellingmolen,1856,6.2715022,53.3039412
Westerhornermolen,Nederland,Grijpskerk,windmolen,poldermolen,8-kante grondzeiler,1829,6.306376,53.2636135
De Eendracht,Nederland,Sebaldeburen,windmolen,poldermolen,8-kante grondzeiler,1887,6.3094299,53.2206552
Molen van Niebert,Nederland,Niebert,windmolen,korenmolen,6-kante stellingmolen,1899,6.3206015,53.157657
De Zwaluw,Nederland,Nieuwe Pekela,windmolen,korenmolen,ronde stenen stellingmolen,1891,6.9462204,53.0646944
De Hoop en Verwachting,Nederland,Borssele,windmolen,korenmolen,8-kante grondzeiler,1714,3.7336697,51.4256645
De Blazekop,Nederland,Ovezande (Zuid-Beveland),windmolen,korenmolen,8-kante beltmolen,1884,3.8216803,51.4297919
De Zwaan,Nederland,Kerkwerve-Moriaanshoofd,windmolen,korenmolen,8-kante grondzeiler,1886,3.8995116,51.685601
De Graanhalm,Nederland,Burgh-Haamstede,windmolen,koren- houtzaagmolen,ronde stenen stellingmolen,1847,3.7379333,51.6979115
't Hert/Oostermolen,Nederland,Ellemeet / Elkerzee,windmolen,korenmolen,ronde stenen grondzeiler,1748,3.8158588,51.7297274
De Lelie,Nederland,Elkerzee/Scharendijke,windmolen,korenmolen,ronde stenen grondzeiler,1868,3.8446523,51.7357017
De Haan,Nederland,Brouwershaven,windmolen,korenmolen,ronde stenen grondzeiler,1724,3.9121993,51.7253972
De Korenbloem,Nederland,Zonnemaire,windmolen,korenmolen,ronde stenen stellingmolen,1872,3.9518196,51.7130521
De Vlinder,Nederland,Deil,windmolen,korenmolen,ronde stenen stellingmolen,1913,5.2349341,51.8828745
Veendermolen,Nederland,Roelofarendsveen,windmolen,poldermolen,ronde stenen grondzeiler,1934,4.6312247,52.2018801
Phoenix,Nederland,Ellewoutsdijk,windmolen,korenmolen,ronde stenen stellingmolen,1934,3.8160041,51.3891882
Sint Antonius Abt,Nederland,Borkel,windmolen,korenmolen,ronde stenen beltmolen,1865,5.4417298,51.2977493
Janzona,Nederland,Budel-Schoot,windmolen,korenmolen,8-kante beltmolen,1937,5.5666271,51.250289
Sint Victor,Nederland,Oventje,windmolen,korenmolen,8-kante stellingmolen,1938,5.6746371,51.6785616
Adermolen,Nederland,Nieuwe Wetering / Rijpwetering,windmolen,poldermolen,ronde stenen grondzeiler,1941,4.6158037,52.204891
Schoonoord,Nederland,Alverna (Wijchen),windmolen,korenmolen,ronde stenen beltmolen,1887,5.7586356,51.8028877
Koningslaagte,Nederland,Zuidwolde,windmolen,poldermolen,8-kante grondzeiler,1878,6.4258818,52.6743159
De Ster,Nederland,Winsum,windmolen,koren- pelmolen,8-kante stellingmolen,1851,6.5222542,53.3308096
De Vriendschap,Nederland,Winsum,windmolen,korenmolen,8-kante stellingmolen,1801,6.5222542,53.3308096
Eureka,Nederland,Wetsinge,windmolen,koren- pelmolen,8-kante stellingmolen,1872,6.5373008,53.3062337
De Meeuw,Nederland,Garnwerd,windmolen,korenmolen,8-kante stellingmolen,1867,6.4927435,53.3041279
Adam,Nederland,Delfzijl,windmolen,korenmolen,8-kante stellingmolen,1875,6.9244598,53.3310272
Ceres,Nederland,Spijk,windmolen,koren- pelmolen,8-kante stellingmolen,1839,6.1535151,51.8494778
De Ruiten,Nederland,Slochteren,windmolen,poldermolen,8-kante grondzeiler,1935,6.8020397,53.2121481
Veldkamp's Meul'n,Nederland,Bellingwolde,windmolen,korenmolen,ronde stenen stellingmolen,1855,7.1786334,53.110946
Molen van Ter Haar,Nederland,Ter Haar,windmolen,koren- pelmolen,standerdmolen (open),1832,7.0806122,52.8960074
't Zwaantje (vh. Huitebuurstermolen),Nederland,Nijemirdum,windmolen,poldermolen,8-kante grondzeiler,1893,5.5673222000000004,52.8557002
De Gans,Nederland,Ezumazijl,windmolen,poldermolen,8-kante grondzeiler,1850,6.1487337,53.359865
De Steenhuistermolen,Nederland,Stiens,windmolen,poldermolen,8-kante grondzeiler,1880,5.752343,53.2643997
De Oudkerker Molen,Nederland,Aldtsjerk (Oudkerk),windmolen,poldermolen,8-kante grondzeiler,1864,5.8891236,53.2643034
Molen No. 1 (ondermolen ),Nederland,Aarlanderveen,windmolen,poldermolen,8-kante grondzeiler,1924,4.728984,52.1409426
Koffiemolen (vh. Formerumermolen),Nederland,Formerum (Terschelling),windmolen,koren- pelmolen,8-kante stellingmolen,1876,5.3098956,53.3898535
De Faljerilmolen,Nederland,Warmond,windmolen,poldermolen,wipmolen,1935,4.4992001,52.1942139
Nooit Gedacht,Nederland,Afferden / Rimpelt,windmolen,korenmolen,ronde stenen beltmolen,1958,6.0286744,51.6341816
De Mûnts,Nederland,Buitenpost,windmolen,poldermolen,8-kante grondzeiler,1959,6.1503754,53.2524947
Princehofmolen,Nederland,Warten,windmolen,poldermolen,spinnenkop,1958,5.8981573,53.1500391
Openluchtmuseum (Poldermolen),Nederland,Arnhem,windmolen,poldermolen,8-kante grondzeiler,1958,5.8987296,51.9851034
Froskepôllemolen,Nederland,Leeuwarden,windmolen,poldermolen,8-kante grondzeiler,1962,5.7999133,53.2012334
De Zaandplatte,Nederland,Ruinen,windmolen,korenmolen,8-kante beltmolen,1964,6.3599286,52.763737
Tjasker Ossenzijl/Kalenberg,Nederland,Kalenberg / IJsselham,windmolen,poldermolen,paaltjasker,1963,5.9574952,52.8081866
Follega Molen,Nederland,Laag-Keppel,windmolen,poldermolen,spinnenkop,1969,6.2240648,51.9969999
Molen Nummer 3,Nederland,Heusden,windmolen,korenmolen,standerdmolen (open),1975,5.160875,51.7285836
Molen Nummer 2,Nederland,Heusden,windmolen,korenmolen,standerdmolen (open),1973,5.160875,51.7285836
Molen Nummer 1,Nederland,Heusden,windmolen,korenmolen,standerdmolen (open),1971,5.160875,51.7285836
Sint Jan,Nederland,Veldhoven-Oerle,windmolen,korenmolen,8-kante stellingmolen,1987,5.3700228,51.4222631
Vestingmolen Bourtange,Nederland,Bourtange,windmolen,koren- pelmolen,standerdmolen (open),1980,7.1922626,53.0066519
Wedderveer,Nederland,Wedderveer,windmolen,houtzaagmolen,spinnenkop met stelling,1938,7.0699351,53.0873213
De Izeren Kou,Nederland,Allingawier,windmolen,poldermolen,paaltjasker,1970,5.4459764,53.0476961
Tjasker Augustinusga,Nederland,Augustinusga,windmolen,poldermolen,boktjasker,1972,6.1608938,53.2182273
Vesuvius,Nederland,Elsloo/Tronde,windmolen,poldermolen,paaltjasker,1978,6.2273865,52.9536254
Tjasker Gaasperplaspark,Nederland,Amsterdam-Zuidoost,windmolen,poldermolen,paaltjasker,1978,4.9715451,52.3079989
De Zwaan,Nederland,Callantsoog,windmolen,poldermolen,wipmolen,1993,4.6943765,52.835097
Groenendaalse Molen,Nederland,Heemstede,windmolen,poldermolen,8-kante stellingmolen,1780,4.6203004,52.3510634
De Ikkers,Nederland,Warten (Wartena),windmolen,poldermolen,spinnenkop,1970,5.8981573,53.1500391
De Windjager,Nederland,Oostzaan,windmolen,houtzaagmolen,8-kante stellingmolen,1976,4.8757219,52.4404972
Zandpoel,Nederland,Wijckel,windmolen,poldermolen,paaltjasker,1975,5.6247945,52.8889663
De Berk,Nederland,Barger-Compascuum,windmolen,korenmolen,8-kante stellingmolen,1983,7.0416603,52.754872399999996
De Sterrenberg,Nederland,Nijeveen,windmolen,korenmolen,8-kante stellingmolen,1977,6.1636226,52.7316875
Molen van Vledder,Nederland,Vledder,windmolen,korenmolen,8-kante stellingmolen,1968,6.2104423,52.8574253
Tjasker Zeijen (Meestersveen),Nederland,Zeijen,windmolen,poldermolen,paaltjasker,1983,6.5465287,53.0473498
Ossenzijl,Nederland,Ossenzijl,windmolen,poldermolen,paaltjasker,1977,5.9211295,52.8087816
Tjasker Giethoorn noord,Nederland,Giethoorn-Noord,windmolen,poldermolen,paaltjasker,1970,6.0779779,52.7401779
De Wicher,Nederland,Kalenberg/IJsselham,windmolen,poldermolen,spinnenkop,1981,5.9574952,52.8081866
De Foeke,Nederland,Sint Jansklooster,windmolen,poldermolen,paaltjasker,1968,6.0081125,52.6781926
Tjasker Giethoorn Molengat,Nederland,Giethoorn,windmolen,poldermolen,paaltjasker,1979,6.0779779,52.7401779
Erve Kots,Nederland,Lievelde,rosmolen,oliemolen,rosmolen,1972,6.5947685,52.0095187
Tjasker Zuidschermer,Nederland,Zuidschermer,windmolen,poldermolen,paaltjasker,1987,4.7812001,52.5843905
Tjasker Nieuw-Scheemda,Nederland,Nieuw-Scheemda,windmolen,poldermolen,paaltjasker,1992,6.9468719,53.2045275
De 1100 Roe,Nederland,Amsterdam-West,windmolen,poldermolen,8-kante grondzeiler,1674,4.8625133,52.3733543
't Vliegend Hert,Nederland,Brielle,windmolen,korenmolen,standerdmolen (open),1986,4.1636846,51.902582
De Put,Nederland,Leiden,windmolen,korenmolen,standerdmolen (gesloten),1987,4.4970097000000004,52.1601144
De Hoed,Nederland,Waarde,windmolen,korenmolen,standerdmolen (open),1990,4.0681591,51.4184562
Het Blank Water,Nederland,Someren-Eind,windmolen,onbekend,6-kante stellingmolen,1994,5.73425,51.3579545
Tjasker Bleskensgraaf,Nederland,Bleskensgraaf,windmolen,poldermolen,paaltjasker,1985,4.7842567,51.8724414
Tjasker De Deelen,Nederland,Tijnje,windmolen,poldermolen,paaltjasker,1973,5.9934442,53.031338
Paaltjasker Bolsward,Nederland,Bolsward,windmolen,poldermolen,paaltjasker,1976,5.5216963,53.0612531
Arkens,Nederland,Franeker,windmolen,poldermolen,spinnenkop,1973,5.5564857,53.1888206
De Tjongermolen,Nederland,Mildam,windmolen,poldermolen,8-kante grondzeiler,1983,6.0030051,52.9349101
Paaltjasker De Hoeve,Nederland,De Hoeve,windmolen,poldermolen,paaltjasker,1996,6.0884871,52.8868001
Ypeijmûne (Ypey-Molen),Nederland,Ryptsjerk (Rijperkerk),windmolen,poldermolen,8-kante grondzeiler,1981,5.9114765,53.2249907
De Verwachting,Nederland,Hollum (Ameland),windmolen,koren- mosterdmolen,8-kante stellingmolen,1991,5.639648,53.4393987
De Juffer,Nederland,Gasselternijveen,windmolen,korenmolen,ronde stenen stellingmolen,1971,6.8460424,52.9863205
Bovenrijge,Nederland,Ten Boer,windmolen,koren- houtzaagmolen,8-kante stellingmolen,1985,6.6925996,53.2758879
De Speelman,Nederland,Rotterdam-Overschie,windmolen,korenmolen,ronde stenen stellingmolen,1971,4.4274238,51.9367697
De Kat,Nederland,Uitgeest,windmolen,poldermolen,8-kante grondzeiler,1973,4.7120459,52.5312254
De Ster,Nederland,Rotterdam (Kralingen),windmolen,snuifmolen,8-kante stellingmolen,1969,4.5079634,51.9246315
ECI-centrale,Nederland,Roermond,watermolen,electriciteitsopwekking,watergedreven molen met turbine,1920,5.9877715,51.1913202
Onverwacht / Schelvenaer,Nederland,Krimpen aan den IJssel,windmolen,korenmolen,ronde stenen stellingmolen,1993,4.5962325,51.9143534
De Neije Kreiter,Nederland,Volkel,windmolen,korenmolen,standerdmolen (gesloten),1988,5.6546035,51.6428528
De Star,Nederland,Balkbrug,windmolen,korenmolen,8-kante stellingmolen,1975,6.3912241,52.6005467
Mellemolen (vh. De Polslootpoldermolen),Nederland,Akkrum,windmolen,poldermolen,spinnenkop,1976,5.8341466,53.0493736
Prins Bernhard,Nederland,Melick,windmolen,korenmolen,standerdmolen (half gesloten),1999,6.033625,51.1572306
Varnebroekermolen,Nederland,Heiloo,windmolen,poldermolen,wipmolen,1974,4.7004931,52.6012341
De Adriaan,Nederland,Haarlem,windmolen,korenmolen,8-kante stellingmolen,2001,4.6462194,52.3873878
Waterkrachtcentrale Sluis 15,Nederland,Roeven,watermolen,electriciteitsopwekking,watergedreven molen met turbine,1923,5.7512516,51.2683024
Klooster Redemptoristen,Nederland,Wittem,watermolen,watervoorziening,watergedreven molen met middenslagrad,1886,5.9121234,50.8137818
't Soepuus voorheen De Luie Elf,Nederland,Goes,getijdemolen,onbekend,watergedreven molen met onderslagrad,1483,3.8911304,51.5046455
Getijdenmolen Middelburg,Nederland,Middelburg,getijdemolen,onbekend,watergedreven molen met onderslagrad,1551,3.610998,51.4987962
De Vlijt,Nederland,Koudum,windmolen,korenmolen,spinnenkop met stelling,1986,5.4482493,52.914484
Wissink's Möl,Nederland,Usselo,windmolen,korenmolen,standerdmolen (open),1802,6.8249887,52.2041226
Openluchtmuseum (Grutterij/Rosmolen),Nederland,Arnhem,rosmolen,grutmolen,rosmolen,1693,5.8987296,51.9851034
Rosmolen Demen,Nederland,Demen,rosmolen,karnmolen,rosmolen,1750,5.630613,51.815834
Tjasker Grou,Nederland,Grou (Grouw),windmolen,poldermolen,paaltjasker,2001,5.8388679,53.0949487
Rosmolen Bourtange,Nederland,Bourtange,rosmolen,korenmolen,rosmolen,1988,7.1922626,53.0066519
Zeldenrust,Nederland,Almkerk,windmolen,korenmolen,8-kante stellingmolen,1977,4.9609986,51.7719653
Tjasker buurtschap Jonen,Nederland,Giethoorn-Jonen,windmolen,poldermolen,paaltjasker,2010,6.0779779,52.7401779
De Corneliszoon,Nederland,Uitgeest,windmolen,zaagmolen,8-kante stellingmolen,2010,4.7120459,52.5312254
De Bonte Hen,Nederland,Zaandam / Zaanse Schans,windmolen,oliemolen,8-kante stellingmolen,1975,4.8218542,52.472886
De Vlijt,Nederland,Geffen,windmolen,korenmolen,standerdmolen (gesloten),1976,5.4582737,51.7377855
Cannenburgher Molen,Nederland,Vaassen,watermolen,specerijmolen,watergedreven molen met turbine,1941,5.9681472,52.2876355
